UniID,Sex,Age,Area,FaEdu,MoEdu,FaJob,MoJob,Reason,StudyTime,Failures,HigherEdu,Freetime,Friends,DAlc,WAlc,Absences,Result
2,1,18,1,2,2,4,2,2,1,0,1,3,3,1,2,1,13
1,2,20,12,3,4,4,1,2,3,0,1,4,2,1,1,0,12
1,1,19,1,4,4,1,1,3,1,0,2,3,2,2,1,16,8
2,1,20,12,1,1,3,4,4,1,0,2,2,3,3,4,4,14
1,1,19,1,4,3,4,3,1,2,0,1,3,3,1,1,2,13
1,2,21,1,3,3,4,1,3,2,0,1,1,4,1,1,8,14
1,2,18,1,4,4,2,1,2,2,0,1,3,3,1,2,2,14
1,2,20,12,4,4,3,3,2,3,0,1,3,4,1,1,0,8
1,2,20,1,3,3,4,3,1,2,0,1,3,3,1,1,0,13
1,2,21,1,1,2,4,4,3,3,0,1,4,4,1,1,10,11
2,2,19,1,4,4,3,3,4,1,0,1,1,3,1,2,1,11
1,2,20,12,2,3,4,4,1,2,0,1,3,3,2,3,0,16
2,2,18,12,2,2,4,4,4,3,0,1,4,3,2,2,2,12
2,2,19,12,2,2,4,4,3,2,0,1,4,4,1,1,0,12
1,1,18,1,4,4,1,1,3,1,0,1,5,3,1,1,4,14
2,2,18,12,3,3,4,3,2,2,0,1,5,4,1,1,4,12
2,2,18,12,1,1,3,1,2,2,0,1,4,3,1,2,0,10
2,2,20,12,2,2,4,4,4,2,0,1,1,3,1,1,0,11
1,2,19,1,4,4,3,1,1,3,0,1,3,2,1,1,4,16
1,2,19,1,4,4,2,2,2,2,0,1,4,2,1,1,0,17
1,1,21,12,2,3,4,4,3,3,0,1,3,2,1,1,2,12
2,2,20,1,2,4,4,1,3,4,0,1,2,3,3,1,0,18
2,2,21,1,2,2,1,3,2,2,0,1,3,5,1,1,2,14
2,2,19,1,2,2,4,3,3,1,0,1,2,5,1,2,0,16
1,1,21,1,3,4,3,1,3,1,0,1,2,3,1,2,0,10
1,1,20,1,4,4,1,4,1,1,0,1,1,1,2,2,0,13
1,2,19,1,1,3,4,3,3,2,0,1,3,3,2,2,2,12
2,2,19,12,1,1,4,1,3,2,0,1,3,2,1,1,0,18
1,1,18,1,4,4,4,3,3,1,0,1,3,3,1,1,2,12
1,1,21,1,4,4,3,1,1,2,0,1,3,3,2,2,0,13
2,1,19,1,1,1,3,1,1,2,0,1,4,5,4,5,0,0
1,2,21,1,2,2,1,1,4,3,0,1,3,3,1,2,0,18
2,2,19,1,2,2,3,4,3,1,1,1,4,3,1,4,1,10
1,2,20,1,2,4,4,4,2,3,0,1,3,3,1,1,0,16
1,1,21,12,3,3,3,4,3,2,0,1,3,3,1,3,8,10
2,2,19,12,2,2,3,4,3,2,0,1,3,4,1,1,1,14
1,1,21,1,2,2,4,3,1,2,0,1,4,4,2,4,10,11
2,2,20,12,2,2,4,1,4,1,0,1,1,3,1,2,5,9
2,1,18,12,2,1,3,4,3,2,0,1,5,5,1,3,11,10
1,2,21,1,2,2,4,1,3,2,0,1,2,5,1,1,2,10
2,2,20,1,2,2,1,4,3,1,0,2,5,3,1,1,4,10
1,1,18,1,3,2,3,4,3,1,0,1,2,2,1,3,0,12
2,2,20,12,2,1,4,4,3,1,0,1,5,5,1,3,4,9
2,2,21,1,1,1,3,1,3,2,0,1,2,3,1,2,2,11
1,1,21,1,1,2,3,3,4,1,2,2,2,5,2,5,4,6
1,2,21,12,4,4,4,1,2,2,0,1,3,4,2,2,8,12
1,2,20,12,4,1,4,4,3,1,1,1,5,4,1,1,14,8
1,2,19,1,2,2,3,3,1,1,0,1,2,2,1,3,6,12
1,2,19,1,1,3,4,3,3,4,0,1,3,3,1,2,0,10
2,2,21,1,2,2,4,4,3,2,0,1,3,1,1,1,4,10
1,1,18,1,2,4,4,4,3,4,0,1,3,3,1,1,0,10
2,2,19,12,1,1,3,3,1,1,0,1,4,4,2,2,2,14
1,1,19,1,3,3,4,1,2,2,1,1,3,3,1,3,4,10
1,2,21,1,1,2,4,3,3,2,0,1,3,3,1,2,2,15
1,1,18,1,2,1,1,4,1,2,0,1,3,2,1,1,0,14
2,2,19,12,2,1,4,4,1,3,0,1,3,4,1,1,5,13
1,2,20,1,4,4,1,4,3,1,0,1,2,1,1,1,0,13
1,2,18,1,2,4,3,2,1,3,0,1,2,2,1,1,0,14
2,2,21,12,2,2,4,1,4,3,0,1,3,3,1,3,0,15
2,2,19,12,1,2,4,4,1,1,0,1,4,3,1,1,2,8
1,2,18,1,3,3,3,3,1,2,0,1,3,2,2,3,24,9
1,1,18,1,3,2,4,4,1,3,0,1,3,2,1,2,2,9
1,2,20,12,4,4,4,3,4,1,0,1,2,1,1,2,6,11
2,1,19,12,1,4,1,4,4,1,0,1,1,2,2,1,0,11
2,1,21,1,3,1,3,1,3,1,0,2,3,3,2,3,0,9
1,1,18,12,3,4,1,1,3,2,0,1,5,2,1,1,0,15
2,1,21,1,4,4,3,1,4,3,0,1,2,2,2,2,0,16
1,1,19,1,1,1,4,4,1,2,0,1,4,2,1,1,2,9
2,2,19,1,2,1,3,4,3,3,1,1,3,2,1,2,0,8
1,2,20,1,1,1,4,1,3,2,0,1,3,2,1,1,10,10
1,1,20,12,1,2,4,4,3,1,0,1,4,2,2,4,0,13
2,2,20,1,2,3,4,1,1,1,0,1,3,3,2,2,5,11
2,1,19,1,1,2,3,2,4,2,0,1,2,2,1,4,2,8
1,1,21,1,1,2,3,3,2,3,0,1,2,4,1,3,0,15
1,1,21,1,4,3,4,4,2,2,0,1,3,5,1,4,9,15
1,1,21,1,1,2,4,4,1,2,0,1,2,4,1,2,2,16
1,2,19,1,3,3,3,4,1,2,0,1,3,3,2,4,4,11
1,1,20,12,2,1,1,1,1,2,0,1,5,2,2,2,2,18
1,1,20,1,3,3,3,3,4,2,0,1,3,4,2,3,6,14
1,2,19,1,2,2,1,4,3,2,1,1,3,3,2,2,14,11
2,1,18,1,3,3,3,3,3,1,0,1,3,3,2,4,11,11
1,1,21,12,4,3,4,4,2,2,0,1,2,5,3,4,6,16
2,2,20,1,4,4,2,2,3,2,0,1,2,5,1,1,0,16
2,2,19,12,4,3,4,1,4,2,0,1,2,1,1,1,2,8
1,2,19,12,1,1,3,4,2,1,0,1,3,3,1,2,8,11
1,1,21,1,4,4,3,1,1,1,0,1,2,4,1,4,6,12
1,1,18,1,3,4,3,1,1,3,0,1,4,3,1,1,0,14
2,2,21,12,2,3,4,4,3,3,2,2,3,2,1,1,6,10
1,2,18,12,1,1,4,4,3,1,1,1,5,5,1,1,2,9
1,2,18,1,2,3,4,3,1,2,0,1,3,5,1,1,16,10
1,1,18,1,4,4,2,2,4,1,0,1,4,2,1,1,0,12
2,2,21,1,1,1,3,1,3,2,1,2,4,2,1,2,2,10
1,2,19,1,4,4,2,2,4,3,0,1,4,5,1,1,2,14
1,2,21,1,2,2,4,4,1,2,0,1,3,3,1,1,0,12
1,1,19,1,4,4,4,2,3,1,0,1,4,4,1,4,4,13
1,2,21,1,4,4,2,2,2,2,1,1,4,4,1,1,2,13
1,1,19,1,4,4,2,1,2,2,0,1,1,3,3,5,6,10
2,1,20,12,4,4,4,2,3,1,3,1,3,3,1,3,2,8
1,2,21,1,3,4,4,4,1,2,0,1,4,5,1,2,0,14
1,1,18,1,2,2,4,4,1,1,0,1,2,2,1,2,8,12
1,1,21,1,2,2,4,4,3,4,0,1,5,5,2,4,0,12
1,2,20,1,4,2,2,1,2,2,0,1,3,3,1,1,6,16
1,2,18,1,1,1,4,1,4,2,0,1,3,2,2,3,6,12
1,1,20,1,3,4,4,1,3,2,0,1,4,4,4,4,0,11
1,1,19,1,3,4,3,2,2,4,0,1,2,2,1,1,2,17
2,2,20,1,2,4,3,1,1,2,0,1,5,5,1,3,0,0
2,1,21,1,1,1,3,4,1,1,0,1,3,2,1,2,2,14
2,2,21,12,3,4,3,3,3,1,0,1,4,4,3,4,8,10
1,2,19,1,2,4,4,3,3,2,0,1,2,3,1,1,2,16
1,1,19,1,3,4,4,3,2,2,0,1,4,2,1,2,6,13
1,2,18,1,2,1,4,1,3,2,0,1,3,2,1,1,6,13
1,1,20,12,1,1,3,4,3,2,0,2,3,5,1,5,0,8
1,1,20,1,2,1,3,1,4,2,0,1,4,4,4,5,16,12
1,2,18,1,3,4,3,3,2,2,0,1,4,4,2,4,0,12
1,2,19,1,1,2,4,4,4,2,0,1,3,4,1,1,2,12
1,2,19,1,1,1,3,3,3,1,1,1,5,5,5,5,0,16
